companyName,profileUrl,location,logoUrl,companyType,revenue,establishedYear,description,isVerified,api_enrichment_status,api_error_message,is_qualified,qualification_reason,api_raw_response_preview,api_confidence_score,api_notes,api_findings,api_company_linkedin,api_website,api_num_employees,api_industry,api_short_summary,api_has_div8_estimators,api_icp_match,api_logic,api_lead_linkedin_profiles,api_decision_makers,api_estimator_leads,api_lead_count,api_relevant_lead_count
Nivaga Lumber Ltd.,https://www.thomasnet.com/company/nivaga-lumber-ltd-30688412/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=51,"Woodbridge, ON L4L8A9",,Distributor*,,1970.0,,No,Failed or No Data,Unexpected error for Nivaga Lumber Ltd.: ValueError('Out of range float values are not JSON compliant'),False,Unexpected error for Nivaga Lumber Ltd.: ValueError('Out of range float values are not JSON compliant'),,,,,,,,,,,,,,,,,
Metro Windows & Doors Ltd.,https://www.thomasnet.com/company/metro-windows-doors-ltd-30691019/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=51,"Dartmouth, NS B3B1T2",,Distributor*,$1 - 4.9 Mil Revenue,1982.0,,No,Failed or No Data,Unexpected error for Metro Windows & Doors Ltd.: ValueError('Out of range float values are not JSON compliant'),False,Unexpected error for Metro Windows & Doors Ltd.: ValueError('Out of range float values are not JSON compliant'),,,,,,,,,,,,,,,,,
KW Doors & Windows,https://www.thomasnet.com/company/kw-doors-windows-30705610/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=51,"Mill Bay, BC V0R2P0",,Manufacturer*,$1 Mil Revenue,1975.0,,No,Failed or No Data,Unexpected error for KW Doors & Windows: ValueError('Out of range float values are not JSON compliant'),False,Unexpected error for KW Doors & Windows: ValueError('Out of range float values are not JSON compliant'),,,,,,,,,,,,,,,,,
Ross Windows & Doors,https://www.thomasnet.com/company/ross-windows-doors-30702310/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=51,"Parry Sound, ON P2A3A9",,Manufacturer*,$10 - 24.9 Mil Revenue,1970.0,,No,Failed or No Data,Unexpected error for Ross Windows & Doors: ValueError('Out of range float values are not JSON compliant'),False,Unexpected error for Ross Windows & Doors: ValueError('Out of range float values are not JSON compliant'),,,,,,,,,,,,,,,,,
Modern Home Exteriors,https://www.thomasnet.com/company/modern-home-exteriors-30707039/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=52,"Corner Brook, NL A2H1S2",,Distributor*,$10 - 24.9 Mil Revenue,,,No,Failed or No Data,Unexpected error for Modern Home Exteriors: ValueError('Out of range float values are not JSON compliant'),False,Unexpected error for Modern Home Exteriors: ValueError('Out of range float values are not JSON compliant'),,,,,,,,,,,,,,,,,
G.P.M. Aluminium Manufacturing Ltd.,https://www.thomasnet.com/company/g-p-m-aluminium-manufacturing-ltd-30683828/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=52,"Montreal, QC H1E1N9",,Manufacturer*,$1 - 4.9 Mil Revenue,1972.0,,No,Failed or No Data,Unexpected error for G.P.M. Aluminium Manufacturing Ltd.: ValueError('Out of range float values are not JSON compliant'),False,Unexpected error for G.P.M. Aluminium Manufacturing Ltd.: ValueError('Out of range float values are not JSON compliant'),,,,,,,,,,,,,,,,,
Elysian Art Glass Co.,https://www.thomasnet.com/company/elysian-art-glass-co-10013276/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=53,"Boulder, CO 80304",,Manufacturer*,,1969.0,Manufacturer of doors.,No,Success,,False,"Confidence score 7.5 >= 7.0; Employee count 20 (from 'Under 20 (estimated)') >= 10; No estimator detected: No estimators found in titles or company details; ICP mismatch: no, due to niche product focus and company size; No decision makers found","{""notes"": ""Current research confirms Elysian Art Glass Co. is a small, boutique door manufacturer specializing in artistic and decorative glass doors located at 3091 4th St., Boulder, CO 80304. It ser",7.5,"Elysian Art Glass Co. is a very small, niche door manufacturer focused on custom artistic glass doors with no official online presence. It does not employ DIV 8 estimators and differs significantly from larger commercial door manufacturers. Key personnel and contact details remain unidentified after extensive searches. The company is confirmed primarily via the Sweets Construction directory and is located at 3091 4th St., Boulder, CO 80304. Similar named companies are unrelated and should not be confused with Elysian Art Glass Co.","There may be confusion with similarly named companies like Eliason Doors and Elysian Glass Company, which are unrelated.|Company likely a small niche business focused on decorative/art glass doors.|No evidence found of DIV 8 estimators on staff at Elysian Art Glass Co.|Number of employees unknown but presumed very small due to limited web presence and niche focus.|Sweets Construction directory is the primary source confirming company location and industry.|No official website or LinkedIn company profile was found for Elysian Art Glass Co.|No key executives or decision-makers confirmed via LinkedIn for Elysian Art Glass Co.|No data on number of employees, industry, or staff specialized in DIV 8 estimating.|No official company website or LinkedIn company profile currently identified.|Elysian Art Glass Co. differs from larger commercial door manufacturers by focusing on art glass specialty doors.|No key decision makers or contacts identified yet.|Website elysianglasscompany.com for Elysian Glass Company is currently inaccessible due to server error.|The company has no found official website or LinkedIn company page.|Further searches needed to locate LinkedIn profiles of executives and decision makers to gather contact information. Potential to clarify company scale and product offerings once contacts are found.|No validated key decision-maker profiles found on LinkedIn associated with this company despite multiple targeted searches.|Elysian Art Glass Co. is a door manufacturer located at 3091 4th St., Boulder, CO 80304.|Elysian Art Glass Co. is a door manufacturer located in Boulder, Colorado at 3091 4th St.|Other similar-named companies (Eliason Corporation and Elysian Glass Company) are unrelated and should not be confused with Elysian Art Glass Co.|Company operates in a niche market serving boutique/customized glass doors, dissimilar to larger commercial door manufacturers.|No DIV 8 estimators identified, suggesting limited involvement in large construction projects.|One unrelated LinkedIn profile (Alex Wright, Operations Manager) found but no confirmed association to the company.|Elysian Art Glass Co. is located at 3091 4th St., Boulder, Colorado and specializes in artistic/decorative glass doors.|Company likely specializes in art glass doors or custom door manufacturing.",,,Under 20 (estimated),Specialty door manufacturing focused on artistic glass decorative doors,"Boutique door manufacturer creating artistic glass doors in Boulder, Colorado",No,"No, due to niche product focus and company size",Company differs from typical commercial door manufacturers by specializing in artistic glass doors for a niche market rather than large-scale commercial projects,,,,0.0,0.0
Shelving.com,https://www.thomasnet.com/company/shelving-com-176277/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=51,"Madison Heights, MI 48071",/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fccp%2F00176277%2F268645.png&w=256&q=75,"Distributor* , Manufacturers' Rep, Service Company",$10 - 24.9 Mil Revenue,1960.0,"Distributor of doors. Types include swinging, wire, mesh, vinyl and strip doors. Suitable for loading docks, interior plant passages, freezers and personnel applications.",No,Success,,False,"Confidence score 2.5 < 7.0; Employee count 0 (from '') < 10; No estimator detected: No estimators found in titles or company details; ICP match: no, shelving.com is not similar to other door suppliers like overly door co., acudor products, inc.,; No decision makers found","{""notes"": ""Shelving.com, identified as a distributor of doors including swinging, wire, mesh, vinyl, and strip types suited for loading docks, interior plant passages, freezers, and personnel applicat",2.5,"Shelving.com door distributor is unique in its limited digital footprint and lack of verifiable information, contrasting sharply with comparable door supply companies; it currently represents a potentially distinct but unconfirmed entity within the door distribution industry, requiring further verification for relevance or business assessment.","Shelving.com door distributor appears distinct from other door suppliers like Overly Door Co. and Acudor Products, but has limited measurable online footprint or available corporate info.|The primary industry focus for Shelving.com door distributor is door distribution, but specifics on company size, employee count, and market reach remain unknown.|No information located on company size or employee count.|No data on existence of DIV 8 estimators or relevant estimating staff found.|Key people found belong to Shelving Inc., not relevant decision-makers for door distributor|No LinkedIn profile for Shelving.com door distributor was found yet.|Key decision-makers at Shelving.com door distributor including CEO, sales directors, estimators, or operations managers remain unidentified due to lack of credible online presence.|Related search results include suppliers of dock doors and strip doors but do not specifically mention Shelving.com.|Shelving Inc. is a family-owned shelving products company based in Madison Heights, MI, with no apparent door distribution or division 8 estimating functions.|Shelving Inc. at https://www.shelving.com/ is an industrial shelving provider, not the door distributor Shelving.com.|No data found for Shelving.com door distributor's number of employees, industry classification, website, or key executives|There is ambiguity and potential confusion due to similar company names but different business focus.|No verified official website or LinkedIn company profile for Shelving.com door distributor has been identified; prior results conflate it with Shelving Inc., a distinct shelving company.|Shelving Inc. (https://www.shelving.com/) is unrelated shelving company with 11-50 employees, warehousing & storage industry|No indication presence of DIV 8 estimators at Shelving.com door distributor|No official website for Shelving.com identified in initial resource data.|No official website matching the door distributor Shelving.com was identified; https://www.shelving.com/ appears to be a separate entity focused on shelving and storage solutions.|Shelving.com is a door distributor specializing in swinging, wire, mesh, vinyl, and strip doors for industrial and personnel use cases like loading docks and freezers.|No identifiable key decision-makers or executives for Shelving.com door distributor found so far.|No direct evidence of DIV 8 estimators on staff at the door distributor Shelving.com.|Current information indicates possible confusion with a similarly named shelving company with unrelated products.|Further targeted LinkedIn and industry-specific search is needed to find relevant decision-makers and company presence.|Similarity to other door suppliers and manufacturers unconfirmed due to lack of detailed company data.|Company described as a distributor of doors (swinging, wire, mesh, vinyl, strip) used in loading docks, interior plant passages, freezers, personnel applications.|Shelving.com does not yet clearly match known door suppliers or manufacturers among search results.|Searches for CEO and sales director profiles mostly return shelving company employees, not related to doors.|Shelving.com door distributor specializes in swinging, wire, mesh, vinyl, and strip doors for loading docks and interior plant applications.|Key decision-maker contacts for Shelving.com the door distributor remain unidentified.|Shelving.com door distributor product focus is swinging, wire, mesh, vinyl, strip doors for loading docks, freezers, etc., distinct from shelving solutions offered by Shelving Inc.|No DIV 8 estimators or specialized estimating personnel related to Shelving.com door distributor have been located.|No data on number of employees, industry classification, or presence of DIV 8 estimators were located.|No leads for key personnel or decision-makers at Shelving.com found yet.|No LinkedIn company profile found or linked in initial search data.|No verified website or LinkedIn profile has been found for Shelving.com as a door distributor.|Shelving.com door distributor lacks verified website or LinkedIn profile; online data mainly reflects shelving company 'Shelving Inc.'",,,,Door Distribution,"Shelving.com is a distributor specializing in swinging, wire, mesh, vinyl, and strip doors for industrial and personnel applications such as loading docks, freezers, and interior plant passages. The company lacks an official website or LinkedIn presence and is distinct from Shelving Inc., a shelving products company.",No,"No, Shelving.com is not similar to other door suppliers like Overly Door Co., Acudor Products, Inc., or voestalpine Roll Forming Corporation due to lack of confirmed data, online footprint, and clear corporate information, making it incomparable with these firms.","Shelving.com differs from other door suppliers in having an unclear online presence and no verifiable data on products beyond basic door types, with no confirmed division 8 estimating or key personnel identified; unlike established door manufacturers, it has no known market reach or detailed service offerings.",,,,0.0,0.0
IMT Modular Partitions,https://www.thomasnet.com/company/imt-modular-partitions-30769416/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=52,"North York, ON M9L2A9",,Manufacturer*,$1 - 4.9 Mil Revenue,2002.0,"Manufacturer of architectural wall systems. Products include doors, hardware, hinges, hooks, wall panels, partitions, and shelving.",No,Success,,False,"Confidence score 8.0 >= 7.0; Employee count 11 (from '11-50') >= 10; No estimator detected: No estimators found in titles or company details; ICP match: yes, partially. the company is similar to other door suppliers like overly door co. and acudor produ; No decision makers found","{""notes"": ""IMT Modular Partitions is a Toronto, Ontario, Canada-based manufacturer specializing in architectural wall systems including doors, hardware, hinges, hooks, wall panels, partitions, and she",8.0,"IMT Modular Partitions is a mid-sized architectural wall systems manufacturer with a focus beyond just doors to modular partitions and office design solutions. It partially aligns with door supply companies but stands out for its integrated modular systems approach. No dedicated DIV 8 estimators identified, but key personnel include project management and sales leadership with estimating knowledge.","Founded: 2002|Emphasizes LEED certification and use of recycled materials|LinkedIn company profile: https://ca.linkedin.com/company/imt-modular-partitions|Official website identified as https://imtmodularwalls.com/|ICP Match: Yes, similar to other door and architectural hardware manufacturers but broader product offerings|Key people found: Americo Mongillo (Project and Sales Manager, email: americo@i-m-t.com), Nived R. (CNC Machinist and Troubleshooting Specialist)|Not a pure door manufacturer, more integrated modular wall system supplier, partial ICP match|Estimated employees: Mid-sized, likely several dozen, exact number unknown|Products include modular walls, privacy pods, glass walls, and doors integrated into modular systems|Not closely similar to other door suppliers but provides integrated workspace solutions with door components|Industry: Construction specializing in modular office partitions|Website: https://www.i-m-t.com/|DIV 8 Estimators: No explicit DIV 8 estimator title found, but project manager has construction estimating education|No explicit DIV 8 estimators identified yet|Employees found: Americo Mongillo (Project and Sales Manager), Nived R. (Operational role, EIT), Michaela Maier Depaz (Sales and Marketing), Josh Kleiman (Assistant Sales Manager)|Short summary: Manufacturer of modular architectural wall systems including doors, hardware, hinges, partitions, and shelving.|Based in Toronto, Ontario, Canada (not Mankato Minnesota)|IMT Modular Partitions is a leading manufacturer of modular office walls and architectural wall systems including movable, glass, and demountable partitions.|Company: IMT Modular Partitions|Focus on customizable, competitively priced modular solutions with shorter lead times|Product focus includes architectural demountable walls, glass partitions, and doors which aligns with door and hardware products scope.|Environmentally responsible with 94% recycled materials and high reusability|Social media: LinkedIn, Facebook, Instagram, Twitter, YouTube present on website footer but LinkedIn company profile scraping needed|Website: https://imtmodularwalls.com|Employee count: 11-50|Company size: 11-50 employees (10 employees listed on LinkedIn)|Strong portfolio of commercial projects and client testimonials|Emphasis on customization, sustainability (recycled materials, LEED support), and faster lead times|No current data found on number of employees, industry classification, or use of DIV 8 estimators.|Phone: 416-743-4513, secondary phone: 1-844-468-1468, email: info@i-m-t.com|Industry: Architectural wall systems manufacturing, construction materials|Location: Toronto, Canada|Industry: Construction, specializing in modular partitions and architectural wall systems|No explicit mention of DIV 8 estimators on staff|Website: https://www.i-m-t.com|No employee count available publicly; LinkedIn profile may provide estimate|Products include modular walls, glass partitions, doors, privacy pods, and accessories|LinkedIn: https://www.linkedin.com/company/imt-modular-partitions|Market sectors served: Commercial, Healthcare, Education, Government, Financial, Manufacturing|Company official website: https://imtmodularwalls.com|Manufacturer of modular office walls, partitions, glass partitions, movable walls, doors, hardware, shelving, and accessories|Focus on commercial, educational, government, healthcare, manufacturing markets|Company LinkedIn URL: https://ca.linkedin.com/company/imt-modular-partitions|Similar but broader than typical door manufacturers; product focus includes modular walls and partitions|No LinkedIn company profile located yet to confirm staff nor for ICP similarity assessment.|Key personnel identified on LinkedIn: Americo Mongillo (Project and Sales Manager), Josh Kleiman (Assistant Sales Manager), Michaela Maier Depaz (Sales and Marketing), Nived R. (Operations EIT)|No explicit Div 8 estimator presence found yet|Company is based in Mankato, Minnesota, matching location provided.|Company is not primarily a door manufacturer but includes doors as part of modular partition systems|Firm focuses on office interior solutions with modularity as a major product feature.|No key decision-makers and contact details found yet.|Company name: IMT Modular Partitions",https://ca.linkedin.com/company/imt-modular-partitions,https://imtmodularwalls.com,11-50,Construction specializing in modular partitions and architectural wall systems,"Manufacturer of modular architectural wall systems including doors, hardware, hinges, partitions, and shelving, serving commercial, educational, government, healthcare, and manufacturing markets with a focus on sustainability and customization.",No explicit DIV 8 estimator title found; project manager has construction estimating education but no dedicated estimator identified,"Yes, partially. The company is similar to other door suppliers like Overly Door Co. and Acudor Products, Inc. in providing door hardware and components but differs by offering a broader portfolio that includes modular walls, partitions, and shelving, making it a more integrated workspace solution provider rather than a pure door manufacturer.","IMT Modular Partitions includes doors and hardware as part of modular wall systems, focusing on office interior solutions, customization, sustainability, and shorter lead times. Unlike typical door suppliers, it integrates doors within modular partitions and offers a wider product range for commercial and institutional markets.",,,,4.0,0.0
Tim's Woodshop,https://www.thomasnet.com/company/tim-s-woodshop-30799805/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=51,"Jackson, OH 45640",,Custom Manufacturer*,$1 - 4.9 Mil Revenue,,"Custom manufacturer of doors, trims, floors and stairs. Products include wood moldings, stairways, railings and raised panels.",No,Success,,False,"Confidence score 8.0 >= 7.0; Employee count 7 (from 'Approximately 7') < 10; No estimator detected: No estimators found in titles or company details; ICP match: yes, this company is similar in product range to other door suppliers and manufacturers like overly ; No decision makers found","{""notes"": ""Tim's Woodshop is a custom hardwood door and woodworking manufacturer based in Jackson, Ohio, established in 1985. It specializes in producing custom doors, trims, floors, stairs, stairways",8.0,"Tim's Woodshop is a small custom wood manufacturer with a strong focus on artisan craftsmanship and local market serving, relevant in the doors and trims industry but with limited public corporate and estimating staff information. No dedicated DIV 8 estimators identified; management likely handles estimating internally or outsources. Leadership public data is limited to one manager, with no executive details found.","Business type: Custom manufacturer of handcrafted hardwood doors, wood moldings, stairs, railings, floors, and raised panels|Company name: Tim's Woodshop|Company is relevant to door manufacturing industry but positioned as a local, custom craftsman-focused small manufacturer rather than large-scale producer.|Key missing info includes CEO, President, or other executive roles and detailed employee counts.|Company history: Established 1985 as a furniture shop, evolved to custom woodcraft specializing in hardwood doors and moldings|Location: Jackson, Ohio (117 Athens Street)|Company founded in 1985 specializing in custom hardwood doors, trims, floors, stairs, stairways, railings, and raised panels.|Their product focus aligns closely with other door suppliers/manufacturers but with a strong emphasis on handcrafted, custom wood doors mainly serving the Ohio region.|ICP match: Yes, similar product range to other door manufacturers, but distinct for custom craftsmanship and regional focus|Key person found: Todd Crabtree, Manager at Tim's Woodshop, located in nearby Vinton, Ohio; no direct contact info publicly available|Todd Crabtree identified as Manager with LinkedIn profile, possible operational leader, but no executive title or contact info available.|The company offers standard and custom door profiles without additional charges for customization.|Website found: https://www.timswoodshop.com|Tim's Wood Shop is a custom hardwood door manufacturer based in Jackson, Ohio, specializing in interior and exterior doors along with wood moldings, stairways, railings, floors, and raised panels.|DIV 8 estimator presence: No evidence of dedicated DIV 8 estimators found, estimating function unclear|No evidence of dedicated DIV 8 estimators on staff; estimating possibly handled internally or outsourced.|Logic: Similar products and industry but smaller scale and artisan-driven with local market focus|Official company website identified as https://www.timswoodshop.com/, providing the most reliable source for direct company information.|Notes: Small specialty wood custom manufacturer relevant in the doors and trims space but limited public information on senior leadership and estimating staff|Located in Jackson, Ohio with estimated 7 employees including skilled woodworkers and owner.|Team size: Approximate 6 skilled woodcraftsmen plus owner, total estimated employees around 7; exact number unknown|LinkedIn presence: Individual manager profile (Todd Crabtree) found; no official company LinkedIn page identified yet|Official website: https://www.timswoodshop.com provides product and company overview; no detailed employee or leadership info.|No definitive data found about the number of employees or the employment of DIV 8 estimators.|No official LinkedIn company profile found for Tim's Woodshop.|Identified one internal manager, Todd Crabtree, with a LinkedIn profile but lacking detailed contact info or decision-making confirmation.",,https://www.timswoodshop.com,Approximately 7,Custom hardwood door and woodworking manufacturing,"Tim's Woodshop is a custom hardwood door and woodworking manufacturer specializing in handcrafted doors, trims, floors, stairs, stairways, railings, and raised panels, primarily serving the Ohio regional market with artisan quality products.",No,"Yes, this company is similar in product range to other door suppliers and manufacturers like Overly Door Co. and Acudor Products, Inc., but it differs in scale and artisan craftsmanship focused on the local Ohio market.","Tim's Woodshop is similar in offering custom doors and wood products but differs by being small-scale, artisan-focused, and regionally targeted rather than a large-scale producer. Its products include custom hardwood doors, wood moldings, stairs, railings, floors, and raised panels, aligning it with traditional door suppliers but with a handmade, customized approach and local market orientation.",,,,1.0,0.0
