zipCode,type,name,nmls,url,extractFile,status,website,email,phone
10006,company,"Benuck & Rainey, Inc",931908,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/931908,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10006/COMPANY/COMPANY_931908.html,processed,www.benuckrainey.com,nrainey@benuckrainey.com,603-868-5566
10006,company,"GSC Enterprises, Inc.",899953,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/899953,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10006/COMPANY/COMPANY_899953.html,processed,"www.fidelityexpress.com, www.grocerysupply.com",sforsman@fidelityexpress.com,903-885-1283x4225
10006,company,"Szabo Associates, Inc.",1151189,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1151189,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10006/COMPANY/COMPANY_1151189.html,processed,szabo.com,compliance@szabo.com,404-266-2464
10006,company,Revolut Technologies Inc.,2290755,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2290755,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10006/COMPANY/COMPANY_2290755.html,processed,https://www.revolut.com/en-US,legal-us@revolut.com,844-744-3512
10006,company,Riverpoint Financial Group Inc,2320591,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2320591,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10006/COMPANY/COMPANY_2320591.html,processed,"riverdaycapital.com, riverpointcapital.com",sruli@riverpointcapital.com,347-496-8274
10006,company,BlockFi Lending LLC,1737520,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1737520,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10006/COMPANY/COMPANY_1737520.html,processed,https://blockfi.com/,licensing@blockfi.com,646-779-9688
10006,company,BlockFi Trading LLC,1873137,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1873137,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10006/COMPANY/COMPANY_1873137.html,processed,http://blockfi.com/,licensing@blockfi.com,646-779-9688
10006,company,Churchill Credit Solutions,1844588,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1844588,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10006/COMPANY/COMPANY_1844588.html,processed,Not provided,Not provided,Not provided
10006,company,"Linebarger Goggan Blair & Sampson, LLP",977053,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/977053,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10006/COMPANY/COMPANY_977053.html,processed,"www.lgbs.com, www.publicans.com",compliance@lgbs.com,469-221-5005
10006,company,"Wells Fargo Clearing Services, LLC",2234,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2234,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10006/COMPANY/COMPANY_2234.html,processed,www.wellsfargoadvisors.com,chris.ragsdale@wellsfargoadvisors.com,314-875-3294
10007,company,"Creditors Adjustment Bureau, Inc.",1719941,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1719941,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10007/COMPANY/COMPANY_1719941.html,processed,cabcollects.com,hmatz@cabcollects.com,818-990-4800
10007,company,"MoneyGram Payment Systems, Inc.",898432,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/898432,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10007/COMPANY/COMPANY_898432.html,processed,www.moneygram.com,regulatoryoperations@moneygram.com,952-591-3000
10007,company,Lending Buddy LLC,2475118,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2475118,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10007/COMPANY/COMPANY_2475118.html,processed,www.lendingbuddy.net,Admin@lendingbuddy.net,888-505-8979
10007,company,Payoneer Inc.,1041524,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1041524,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10007/COMPANY/COMPANY_1041524.html,processed,www.payoneer.com,regulatorycompliance@payoneer.com,646-461-9151
10007,company,Payoneer U.S. LLC,2335614,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2335614,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10007/COMPANY/COMPANY_2335614.html,processed,www.payoneer.com,johnro@payoneer.com,646-461-9151
10007,company,Better Mortgage Corporation,330511,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/330511,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10007/COMPANY/COMPANY_330511.html,processed,www.better.com,ssiddiq@better.com,415-523-8837
10007,company,MUNICIPAL CREDIT UNION,184286,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/184286,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10007/COMPANY/COMPANY_184286.html,processed,N/A,AAKPE-LEWIS@NYMCU.ORG,212-238-3571
10007,company,Nitra Credit Corporation,2378412,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2378412,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10007/COMPANY/COMPANY_2378412.html,processed,www.nitra.com,support@nitra.com,929-466-9890
10007,company,"Orchard Home Loans, LLC",1875203,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1875203,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10007/COMPANY/COMPANY_1875203.html,processed,https://apply.orchardhomeloans.com/#/,compliance@orchardmortgage.com,888-508-1186
10007,company,"Orchard Mortgage, LLC",1817479,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1817479,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10007/COMPANY/COMPANY_1817479.html,processed,www.orchardmortgage.com,compliance@orchardmortgage.com,888-627-0677
10007,company,The Aligned Company,2341556,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2341556,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10007/COMPANY/COMPANY_2341556.html,processed,www.extra.app,compliance@extra.app,(310) 923-0693
10007,company,Network Capital Funding Corporation,11712,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/11712,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10007/COMPANY/COMPANY_11712.html,processed,"network.capital, networkcapital.com, networkcapital.net",chrisw@networkcapital.com,949-408-2854
10004,company,Credit International Corporation,1015309,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1015309,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10004/COMPANY/COMPANY_1015309.html,processed,www.ccvcorp.com,bob@ccvcorp.com,425-488-6600
10004,company,"Intermex Wire Transfer, LLC",897906,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/897906,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10004/COMPANY/COMPANY_897906.html,processed,"remitusa.lbcexpress.com, www.amigopaisano.com, www.intermexonline.com, www.lanacional.com",lsalazar@intermexusa.com,305-671-8000x1275
10004,company,SWIFTPAY BPO LLC,1584676,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1584676,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10004/COMPANY/COMPANY_1584676.html,processed,Not provided,mrsiyufy@cox.net,702-338-1926
10004,company,"ASCENDUS, INC.",2349165,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2349165,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10004/COMPANY/COMPANY_2349165.html,processed,www.ascendus.org,thestateofcalifornia@ascendus.org,646-833-4509
10004,company,Brookline LLC,2285320,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2285320,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10004/COMPANY/COMPANY_2285320.html,processed,LILOGY.COM,admin-team@lilogy.com,888-324-7403
10004,company,"E2SPV, LLC",2635783,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2635783,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10004/COMPANY/COMPANY_2635783.html,processed,Not provided,orlando.figueroa@citadelspv.com,917-747-4233
10004,company,"EC2SPV, LLC",2635759,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2635759,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10004/COMPANY/COMPANY_2635759.html,processed,Not provided,orlando.figueroa@citadelspv.com,917-747-4233
10004,company,"EF2SPV, LLC",2635795,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2635795,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10004/COMPANY/COMPANY_2635795.html,processed,Not provided,orlando.figueroa@citadelspv.com,917-747-4233
10004,company,Global Merchant Cash Inc,2537800,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2537800,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10004/COMPANY/COMPANY_2537800.html,processed,https://wallfunding.com/,jessica@wallfunding.com,305-986-8677
10004,company,"Premium Merchant Funding 18, LLC.",2453697,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2453697,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10004/COMPANY/COMPANY_2453697.html,processed,pmfus.com,aburger@pmfus.com,646-780-8719
10004,company,Samson MCA LLC,2462759,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2462759,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10004/COMPANY/COMPANY_2462759.html,processed,https://www.samsonfunding.com/,dmedina@samsonfunding.com,347-996-6296
10004,company,Sustainable Neighborhoods LLC,1359697,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1359697,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10004/COMPANY/COMPANY_1359697.html,processed,"https://www.homefixnyc.org/, https://www.nyhomeownerfund.org/, https://www.sustainableneighborhoodsny.org/",pamela.sah@cnycn.org,212-566-3050
10004,company,"The Center for New York City Neighborhoods, Inc.",1080000,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1080000,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10004/COMPANY/COMPANY_1080000.html,processed,"https://application.nysmap.org, nysmap.org, www.cnycn.org",pamela.sah@cnycn.org,212-566-3050
10004,company,"E-Loan, Inc.",2466,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2466,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10004/COMPANY/COMPANY_2466.html,processed,Not provided,tarrigo@mcglinchey.com,212-417-6687
10004,company,Popular Bank,417584,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/417584,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10004/COMPANY/COMPANY_417584.html,processed,Not provided,RegulatoryCompliance@popular.com,212-445-1973
10004,company,"LendingOne, LLC",1508627,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1508627,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10004/COMPANY/COMPANY_1508627.html,processed,www.lendingone.com,jmarcus@lendinone.com,561-672-0845
10014,company,"BDO Remit (USA), Inc.",1111105,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1111105,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10014/COMPANY/COMPANY_1111105.html,processed,,,
10014,company,"Helvey & Associates, Inc.",1148013,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1148013,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10014/COMPANY/COMPANY_1148013.html,processed,"hlv.com, www.helveypay.com",Not provided,574-269-1726
10014,company,"Optimum Outcomes, Inc.",948477,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/948477,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10014/COMPANY/COMPANY_948477.html,processed,http://www.oorcm.com,aibarra@oorcm.com,877-795-9819
10014,company,"Hudson River Lending, LLC",2491453,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2491453,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10014/COMPANY/COMPANY_2491453.html,processed,www.hudsonriverlending.com,bruce.bentii@sunhealthloans.com,646-261-9091
10014,company,"Checkout US, INC.",1791692,https://nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1791692,file:///Users/emilecohen/Projects/nmls-scraping/data/new_york/10014/COMPANY/COMPANY_1791692.html,processed,https://www.checkout.com/legal/ckous,CheckoutUS@Checkout.com,917-603-8939
