zipCode;type;name;nmls;url;website;email;phone;extractFile;status
20108;company;UGOCASH, LLC;1892221;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1892221;Not provided;ugocash1@yahoo.com;703-400-7693;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/virginia/20108/COMPANY/COMPANY_1892221.html;processed
20111;company;UGOCASH, LLC;1892221;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1892221;Not provided;ugocash1@yahoo.com;703-400-7693;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/virginia/20111/COMPANY/COMPANY_1892221.html;processed
20111;company;Van Buren Mortgage, LLC;2925;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2925;Not provided;elaine.montes@freedommortgage.com;703-643-1002;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/virginia/20111/COMPANY/COMPANY_2925.html;processed
20112;company;Homes & Loan LLC;2236031;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2236031;www.homesnloan.com;iker@homesnloan.com;571-502-2246;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/virginia/20112/COMPANY/COMPANY_2236031.html;processed
20112;company;Principled Sales Solutions L.L.C;2540898;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2540898;Not provided;doug@principledsales.com;703-999-4837;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/virginia/20112/COMPANY/COMPANY_2540898.html;processed
20115;company;North South Financial LLC;272343;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/272343;www.northsouthfinancial.com;bggilliam@msn.com;540-454-4950;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/virginia/20115/COMPANY/COMPANY_272343.html;processed
20115;company;Rent Risk LLC;2545745;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2545745;https://rentrisk.com;rich@rentrisk.com;904-525-3097;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/virginia/20115/COMPANY/COMPANY_2545745.html;processed
20118;company;Residential Mortgage Services, Inc.;1760;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1760;www.rmsmortgage.com;compliance@guildmortgage.net;858-560-6330;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/virginia/20118/COMPANY/COMPANY_1760.html;processed
20118;company;Guild Mortgage Company LLC;3274;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/3274;www.guildcorrespondent.com, www.guildmortgage.com;compliance@guildmortgage.net;858-560-6330;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/virginia/20118/COMPANY/COMPANY_3274.html;processed
20117;company;HomeBridge Financial Services, Inc.;6521;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/6521;www.financemyhome.com, www.homebridge.com;hhaskin@homebridge.com;732-738-7100x441;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/virginia/20117/COMPANY/COMPANY_6521.html;processed
20117;company;CMG Mortgage, Inc.;1820;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1820;www.aioloan.com, www.cmgfi.com, www.cmghomeloans.com, www.homefundit.com;licensing@cmgfi.com;925-983-3000;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/virginia/20117/COMPANY/COMPANY_1820.html;processed
20117;company;Movement Mortgage, LLC;39179;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/39179;www.movement.com, www.movementmortgage.com;compliance@movement.com;877-314-1499;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/virginia/20117/COMPANY/COMPANY_39179.html;processed
20122;company;L&K Recovery, LLC;1676582;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1676582;www.lkrecovery.com;chris.lkrecovery@comcast.net;703-327-5600 X101;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/virginia/20122/COMPANY/COMPANY_1676582.html;processed
20122;company;ST. MICHAEL MORTGAGE, LLC;1843404;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1843404;www.StMichaelMortgage.com;fkmoussa@StMichaelMortgage.com;703-424-2462;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/virginia/20122/COMPANY/COMPANY_1843404.html;processed
20122;company;United Mortgage Corporation;130460;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/130460;WWW.UNITEDMORTGAGE.NET;mike.powderly@unitedmortgage.net;703-926-8168;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/virginia/20122/COMPANY/COMPANY_130460.html;processed
20120;company;E Z Lending, LLC;215245;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/215245;Not provided;msarang@outlook.com;703-690-3030;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/virginia/20120/COMPANY/COMPANY_215245.html;processed
20120;company;EMMETT D. DASHIELL JR., LLC;197738;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/197738;Not provided;knowa@aol.com;703-930-5773;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/virginia/20120/COMPANY/COMPANY_197738.html;processed
20120;company;NIMBLE FINANCIALS LLC;2041562;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2041562;Not provided;nidsagg83@gmail.com;561-362-4052;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/virginia/20120/COMPANY/COMPANY_2041562.html;processed
20120;company;Northern Virginia Mortgage LLC;2050004;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2050004;www.nvamortgage.com;TCarr@nvamortgage.com;571-549-6800;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/virginia/20120/COMPANY/COMPANY_2050004.html;processed
20120;company;Wang PetaData, Inc.;1011298;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1011298;Not provided;KevinWangDBA@gmail.com;703-626-1301;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/virginia/20120/COMPANY/COMPANY_1011298.html;processed
20120;company;ST. MICHAEL MORTGAGE, LLC;1843404;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1843404;www.StMichaelMortgage.com;fkmoussa@StMichaelMortgage.com;703-424-2462;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/virginia/20120/COMPANY/COMPANY_1843404.html;processed
20120;company;Rocket Mortgage, LLC;3030;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/3030;rocket.com/mortgage, www.rocketmortgage.com, www.ThatsMyMortgage.com;TariaMorris@rocketmortgage.com;313-373-4564;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/virginia/20120/COMPANY/COMPANY_3030.html;processed
20121;company;Amador Mortgage Solutions, Inc.;2240857;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2240857;www.amador-mortgage.com;fabian@amador-mortgage.com;571-490-4912;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/virginia/20121/COMPANY/COMPANY_2240857.html;processed
20121;company;GNK Mortgage Inc.;2111110;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2111110;Not provided;fairfaxcpa@yahoo.com;7032014050;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/virginia/20121/COMPANY/COMPANY_2111110.html;processed
20121;company;Marion Mortgage, LLC;176854;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/176854;http://www.marionmortgage.com/;jrowe@marionmortgage.com;571-934-8000;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/virginia/20121/COMPANY/COMPANY_176854.html;processed
20121;company;Metropolitan Financial Services, Inc.;2320709;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2320709;metfinservices.com;xfileks@gmail.com;703-621-1500;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/virginia/20121/COMPANY/COMPANY_2320709.html;processed
20121;company;Greenway Funding Group, Inc.;1108695;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1108695;www.greenwayhomeloans.com;danny@greenwayhomeloans.com;301-468-7068;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/virginia/20121/COMPANY/COMPANY_1108695.html;processed
20121;company;Greenway Home Loans, Inc.;2501870;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2501870;www.gwhomelending.com;bankersmortgagecapital@gmail.com;240-547-9456;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/virginia/20121/COMPANY/COMPANY_2501870.html;processed
